누적투자유치금액,기업추천수,투자단계명,투자금액,앱스토어 등록,구글플레이 등록,기술스택_개수,산업구분명_분류,IT기업 여부,2017년 이후 설립 여부,수도권 여부,투자성공여부,누적투자유치금액_투자금액_차이,투자단계명_숫자
1072000000.0,2,투자 단계 비공개,376000000.0,1,1,1,IT,1,1,1,1,696000000.0,1
700000000.0,1,Angel,500000000.0,0,0,18,IT,1,1,1,1,200000000.0,2
10000000000.0,39,Series B,10000000000.0,0,0,23,IT,1,0,1,1,0.0,5
40800000000.0,21,Seed,2400000000.0,0,0,16,IT,1,1,1,1,38400000000.0,3
1560000000.0,5,Seed,2396568300.8753204,1,1,18,None IT,0,1,1,1,-836568300.8753204,3
26880000000.0,25,Series B,13000000000.0,0,0,47,IT,1,0,1,1,13880000000.0,5
6900000000.0,17,Series A,5000000000.0,0,0,24,IT,1,0,1,1,1900000000.0,4
2000000000.0,0,Series A,1000000000.0,0,0,14,None IT,0,0,1,1,1000000000.0,4
14000000000.0,41,Series A,2500000000.0,0,0,39,None IT,0,0,1,1,11500000000.0,4
10002125.0,8,투자 단계 비공개,10002125.0,1,1,13,IT,1,1,1,1,0.0,1
3000000000.0,11,투자 단계 비공개,3000000000.0,1,1,27,IT,1,0,1,1,0.0,1
2500000000.0,6,투자 단계 비공개,2500000000.0,1,1,42,IT,1,0,1,0,0.0,1
414000000.0,0,투자 단계 비공개,120000000.0,0,0,1,IT,1,0,0,0,294000000.0,1
530000000.0,3,Seed,30000000.0,0,0,14,IT,1,1,1,1,500000000.0,3
300000000.0,0,Angel,300000000.0,0,0,1,IT,1,0,1,0,0.0,2
100000000.0,8,Seed,100000000.0,0,0,17,IT,1,1,1,1,0.0,3
2000000000.0,11,Series A,2000000000.0,0,1,20,IT,1,1,1,1,0.0,4
1459000000.0,6,투자 단계 비공개,15000000.0,1,1,24,IT,1,0,1,1,1444000000.0,1
144800000.0,0,Angel,35000000.0,0,0,1,None IT,0,1,1,1,109800000.0,2
100000000.0,0,Angel,100000000.0,1,1,1,None IT,0,1,1,1,0.0,2
1200000000.0,6,Seed,2396568300.8753204,0,0,11,None IT,0,1,1,1,-1196568300.8753204,3
5800000000.0,0,Series A,1500000000.0,0,0,1,IT,1,0,1,0,4300000000.0,4
50000000.0,0,Seed,50000000.0,0,1,1,IT,1,0,1,0,0.0,3
8800000000.0,18,Series A,7000000000.0,1,1,31,IT,1,1,1,1,1800000000.0,4
3800000000.0,16,Series A,2800000000.0,1,1,29,IT,1,1,1,1,1000000000.0,4
6914000000.0,10,투자 단계 비공개,5400000000.0,0,0,26,IT,1,1,1,1,1514000000.0,1
56000000.0,1,투자 단계 비공개,56000000.0,0,0,3,None IT,0,1,1,1,0.0,1
50000000.0,0,투자 단계 비공개,50000000.0,0,0,11,IT,1,1,1,1,0.0,1
400000000.0,0,투자 단계 비공개,300000000.0,1,1,14,IT,1,0,1,0,100000000.0,1
568160000.0,9,투자 단계 비공개,2396568300.8753204,0,0,10,None IT,0,0,1,1,-1828408300.8753204,1
2000000000.0,3,Series A,1000000000.0,0,0,23,IT,1,0,1,1,1000000000.0,4
10000000.0,10,Series A,10000000.0,0,0,9,IT,1,1,1,1,0.0,4
100000000.0,1,Seed,100000000.0,0,0,1,IT,1,1,1,1,0.0,3
78000000.0,2,Seed,63000000.0,0,0,27,IT,1,1,1,1,15000000.0,3
200000000.0,0,Seed,200000000.0,1,1,10,IT,1,0,1,0,0.0,3
10420000000.0,22,투자 단계 비공개,100000000.0,0,0,5,IT,1,0,1,0,10320000000.0,1
1000000000.0,0,투자 단계 비공개,1000000000.0,0,0,1,None IT,0,1,1,1,0.0,1
4500000000.0,9,Series A,4500000000.0,1,1,14,IT,1,1,1,1,0.0,4
800000000.0,9,해당없음,700000000.0,1,1,15,IT,1,1,1,1,100000000.0,1
60000000.0,0,Seed,60000000.0,0,0,1,IT,1,1,1,0,0.0,3
1000000000.0,6,Angel,2396568300.8753204,1,1,10,IT,1,1,1,1,-1396568300.8753204,2
1000000000.0,6,투자 단계 비공개,1000000000.0,1,1,27,IT,1,0,1,0,0.0,1
40000000.0,0,투자 단계 비공개,20000000.0,0,1,1,IT,1,0,1,0,20000000.0,1
5000000.0,0,투자 단계 비공개,5000000.0,0,0,1,None IT,0,0,1,0,0.0,1
2800000000.0,23,해당없음,1800000000.0,1,1,15,IT,1,1,1,1,1000000000.0,1
1711801520.0,13,해당없음,19858000.0,0,0,34,IT,1,0,1,1,1691943520.0,1
200000000.0,1,투자 단계 비공개,200000000.0,0,0,1,IT,1,0,1,0,0.0,1
300000000.0,5,Seed,300000000.0,1,1,25,IT,1,1,1,1,0.0,3
8300000000.0,5,Series B,2000000000.0,0,0,22,IT,1,0,1,1,6300000000.0,5
20000000.0,0,투자 단계 비공개,20000000.0,0,1,1,IT,1,0,1,0,0.0,1
2150000000.0,4,투자 단계 비공개,100000000.0,1,1,13,IT,1,0,1,1,2050000000.0,1
100000000.0,0,투자 단계 비공개,100000000.0,0,0,1,IT,1,0,0,0,0.0,1
1800000000.0,0,Series A,300000000.0,0,0,1,None IT,0,0,1,0,1500000000.0,4
500000000.0,2,Angel,200000000.0,0,0,16,IT,1,1,1,1,300000000.0,2
1470000000.0,1,투자 단계 비공개,1440000000.0,0,0,17,None IT,0,0,1,0,30000000.0,1
4250000000.0,5,Series A,2396568300.8753204,1,1,19,IT,1,1,1,1,1853431699.1246796,4
200000000.0,0,투자 단계 비공개,100000000.0,1,1,1,IT,1,0,1,0,100000000.0,1
145000000.0,2,Seed,50000000.0,0,0,1,IT,1,1,1,1,95000000.0,3
1800000000.0,1,투자 단계 비공개,1800000000.0,0,0,13,IT,1,0,1,0,0.0,1
3100000000.0,0,투자 단계 비공개,2600000000.0,1,1,1,IT,1,0,1,0,500000000.0,1
14500000000.0,0,Series A,6000000000.0,1,1,1,IT,1,0,1,1,8500000000.0,4
20000000.0,0,투자 단계 비공개,20000000.0,0,0,1,None IT,0,0,0,0,0.0,1
79995025.0,1,Angel,79995025.0,0,0,14,IT,1,1,1,1,0.0,2
100000000.0,0,투자 단계 비공개,100000000.0,0,0,1,None IT,0,0,0,0,0.0,1
10000000000.0,15,투자 단계 비공개,800000000.0,1,1,7,None IT,0,0,1,0,9200000000.0,1
2000000000.0,1,Series A,2000000000.0,0,0,6,IT,1,1,1,1,0.0,4
100000000.0,0,Seed,100000000.0,0,0,1,IT,1,0,1,0,0.0,3
3360000000.0,5,투자 단계 비공개,2396568300.8753204,1,1,6,IT,1,0,1,0,963431699.1246796,1
13460000000.0,4,투자 단계 비공개,590000000.0,1,1,62,IT,1,0,1,0,12870000000.0,1
500000000.0,0,투자 단계 비공개,500000000.0,0,0,1,None IT,0,0,1,0,0.0,1
100000000.0,0,투자 단계 비공개,100000000.0,0,0,12,IT,1,0,1,0,0.0,1
5400000000.0,4,Series A,4500000000.0,0,0,26,IT,1,1,1,1,900000000.0,4
6800000000.0,3,투자 단계 비공개,900000000.0,0,0,10,IT,1,0,1,0,5900000000.0,1
2020000000.0,0,투자 단계 비공개,1450000000.0,0,0,5,None IT,0,0,1,0,570000000.0,1
900000000.0,10,투자 단계 비공개,400000000.0,0,0,10,IT,1,0,1,0,500000000.0,1
4000000000.0,0,투자 단계 비공개,4000000000.0,0,0,1,IT,1,0,1,0,0.0,1
39858000.0,1,Seed,39858000.0,0,0,9,IT,1,1,1,1,0.0,3
1250000000.0,0,Seed,1250000000.0,1,1,18,None IT,0,1,1,1,0.0,3
30000000000.0,0,투자 단계 비공개,5000000000.0,0,0,1,IT,1,0,1,0,25000000000.0,1
500000000.0,0,투자 단계 비공개,500000000.0,0,0,3,None IT,0,0,1,0,0.0,1
60000000.0,6,투자 단계 비공개,2396568300.8753204,1,1,1,IT,1,1,1,1,-2336568300.8753204,1
255000000.0,4,Seed,255000000.0,0,0,19,IT,1,1,1,1,0.0,3
140000000.0,2,해당없음,100000000.0,1,1,1,IT,1,1,0,1,40000000.0,1
280000000.0,0,투자 단계 비공개,50000000.0,1,1,1,IT,1,0,1,0,230000000.0,1
700000000.0,0,투자 단계 비공개,700000000.0,0,1,31,IT,1,0,1,0,0.0,1
5600000000.0,3,투자 단계 비공개,600000000.0,1,1,7,None IT,0,0,1,0,5000000000.0,1
300000000.0,3,Angel,300000000.0,0,0,40,IT,1,0,0,1,0.0,2
1000000000.0,1,투자 단계 비공개,1000000000.0,0,0,1,IT,1,0,1,0,0.0,1
100000000.0,0,Seed,100000000.0,0,0,17,IT,1,0,1,0,0.0,3
180000000.0,0,Seed,100000000.0,0,0,1,IT,1,0,1,0,80000000.0,3
2000000000.0,22,해당없음,2000000000.0,0,0,5,None IT,0,1,1,1,0.0,1
750000000.0,9,Series A,150000000.0,1,1,42,IT,1,1,1,1,600000000.0,4
100000000.0,0,Angel,100000000.0,0,0,16,IT,1,1,1,1,0.0,2
2000000000.0,12,투자 단계 비공개,2000000000.0,1,1,14,None IT,0,1,1,1,0.0,1
4960000000.0,21,Angel,60000000.0,0,1,26,IT,1,1,1,1,4900000000.0,2
300000000.0,0,투자 단계 비공개,300000000.0,0,0,1,None IT,0,1,1,1,0.0,1
3000000000.0,14,투자 단계 비공개,2396568300.8753204,0,0,12,IT,1,0,0,1,603431699.1246796,1
1600000000.0,2,투자 단계 비공개,2396568300.8753204,1,1,24,IT,1,0,1,1,-796568300.8753204,1
300000000.0,10,Seed,300000000.0,0,0,23,IT,1,1,1,1,0.0,3
2600000000.0,0,Pre-IPO,2600000000.0,0,0,11,None IT,0,1,0,1,0.0,8
300000000.0,0,투자 단계 비공개,300000000.0,0,0,1,IT,1,0,1,0,0.0,1
3650000000.0,20,해당없음,3500000000.0,0,0,25,IT,1,1,1,1,150000000.0,1
50000000.0,0,투자 단계 비공개,50000000.0,1,1,25,IT,1,1,1,1,0.0,1
200000000.0,0,투자 단계 비공개,50000000.0,0,0,1,IT,1,0,1,0,150000000.0,1
1200000000.0,0,Series A,1200000000.0,1,1,1,IT,1,0,1,0,0.0,4
16300000000.0,6,투자 단계 비공개,1000000000.0,1,1,1,IT,1,0,1,0,15300000000.0,1
1000000.0,44,투자 단계 비공개,1000000.0,0,0,1,IT,1,0,1,1,0.0,1
80000000.0,0,투자 단계 비공개,2000000.0,0,0,8,None IT,0,0,1,0,78000000.0,1
74000000000.0,32,투자 단계 비공개,12000000000.0,0,0,1,None IT,0,0,1,1,62000000000.0,1
3600000000.0,8,Series A,3000000000.0,0,0,19,IT,1,0,1,1,600000000.0,4
50000000.0,4,Seed,50000000.0,0,0,37,IT,1,1,1,1,0.0,3
48960000.0,4,Seed,48960000.0,1,1,24,IT,1,1,1,1,0.0,3
4000000000.0,21,Angel,2396568300.8753204,0,1,17,IT,1,1,1,1,1603431699.1246796,2
46000000000.0,86,Angel,2396568300.8753204,1,1,26,IT,1,0,1,0,43603431699.12468,2
100000000.0,5,투자 단계 비공개,90000000.0,0,0,19,IT,1,1,1,1,10000000.0,1
16700000000.0,2,해당없음,2700000000.0,1,1,1,IT,1,1,1,1,14000000000.0,1
5000000000.0,4,Series A,5000000000.0,1,1,21,IT,1,0,1,1,0.0,4
500000000.0,8,Angel,2396568300.8753204,0,0,21,IT,1,1,1,1,-1896568300.8753204,2
330000000.0,1,Seed,300000000.0,0,0,19,IT,1,1,1,1,30000000.0,3
200000000.0,3,Seed,200000000.0,0,0,17,IT,1,1,1,1,0.0,3
500000000.0,8,Series A,500000000.0,0,0,10,None IT,0,1,1,1,0.0,4
492850000.0,2,투자 단계 비공개,142850000.0,1,1,9,IT,1,1,1,1,350000000.0,1
2860000000.0,13,해당없음,55000000.0,0,0,27,IT,1,0,1,1,2805000000.0,1
2000000000.0,2,Series A,2000000000.0,1,1,22,None IT,0,0,1,1,0.0,4
2000000000.0,0,투자 단계 비공개,2000000000.0,0,0,1,None IT,0,0,1,0,0.0,1
3900000000.0,29,투자 단계 비공개,2396568300.8753204,1,1,20,IT,1,0,1,0,1503431699.1246796,1
3900000000.0,16,해당없음,200000000.0,1,1,30,IT,1,0,0,0,3700000000.0,1
6000000000.0,5,투자 단계 비공개,2396568300.8753204,1,1,22,IT,1,0,1,1,3603431699.1246796,1
310000000.0,6,Seed,310000000.0,0,0,13,IT,1,1,0,1,0.0,3
1000000000.0,8,Seed,1000000000.0,0,0,13,IT,1,1,1,1,0.0,3
3300000000.0,2,Series A,3300000000.0,0,0,33,IT,1,0,1,1,0.0,4
1980000.0,0,해당없음,1875000.0,1,1,1,IT,1,0,1,1,105000.0,1
540000000.0,4,해당없음,400000000.0,0,0,1,None IT,0,1,1,1,140000000.0,1
50050000000.0,0,Pre-IPO,50000000000.0,0,0,1,IT,1,0,1,0,50000000.0,8
14100000000.0,10,Seed,60000000.0,1,1,30,IT,1,1,1,1,14040000000.0,3
9500000000.0,10,투자 단계 비공개,2000000000.0,1,1,1,IT,1,0,1,0,7500000000.0,1
3100000000.0,11,투자 단계 비공개,1450000000.0,0,0,24,IT,1,1,1,1,1650000000.0,1
50000000.0,8,투자 단계 비공개,2396568300.8753204,0,0,8,IT,1,1,1,1,-2346568300.8753204,1
22100000000.0,17,투자 단계 비공개,19000000000.0,1,1,27,IT,1,0,1,1,3100000000.0,1
710000000.0,0,투자 단계 비공개,500000000.0,1,1,1,IT,1,0,1,0,210000000.0,1
67000000000.0,17,Series C,67000000000.0,0,0,1,IT,1,0,1,1,0.0,6
1700000000.0,4,Seed,1700000000.0,1,1,7,None IT,0,1,1,1,0.0,3
360000000.0,1,Seed,2396568300.8753204,0,0,8,IT,1,1,1,1,-2036568300.8753204,3
2000000000.0,0,투자 단계 비공개,2000000000.0,0,0,1,IT,1,1,1,0,0.0,1
150029376.0,2,투자 단계 비공개,120013576.0,0,0,12,None IT,0,1,1,1,30015800.0,1
40000000.0,1,투자 단계 비공개,40000000.0,0,0,1,IT,1,0,1,0,0.0,1
12700000000.0,4,Series A,2000000000.0,0,0,22,IT,1,0,1,1,10700000000.0,4
14100000000.0,24,Series A,12500000000.0,0,0,21,IT,1,1,1,1,1600000000.0,4
1920000000.0,11,Seed,1920000000.0,0,0,14,None IT,0,1,0,1,0.0,3
1900000000.0,16,투자 단계 비공개,1500000000.0,0,0,9,None IT,0,1,1,1,400000000.0,1
6300000000.0,10,투자 단계 비공개,6300000000.0,0,0,6,IT,1,0,1,1,0.0,1
500000000.0,0,투자 단계 비공개,500000000.0,0,0,1,None IT,0,0,1,0,0.0,1
1100000000.0,28,투자 단계 비공개,1100000000.0,0,0,1,IT,1,0,1,1,0.0,1
30000000.0,0,투자 단계 비공개,30000000.0,0,0,1,IT,1,0,1,0,0.0,1
53300000000.0,8,Series B,14300000000.0,1,1,40,IT,1,0,1,1,39000000000.0,5
1363500000.0,10,해당없음,10000000.0,0,0,22,IT,1,1,1,1,1353500000.0,1
1000000000.0,22,해당없음,2396568300.8753204,1,1,35,None IT,0,0,1,1,-1396568300.8753204,1
3800000000.0,1,Series A,800000000.0,0,0,26,IT,1,1,1,1,3000000000.0,4
5640000000.0,5,Seed,5640000000.0,0,0,13,IT,1,1,1,1,0.0,3
100000000.0,0,투자 단계 비공개,100000000.0,0,0,13,IT,1,0,1,0,0.0,1
1500000000.0,0,Seed,2396568300.8753204,1,1,31,IT,1,0,1,0,-896568300.8753204,3
9380000000.0,5,Series B,6000000000.0,0,0,12,IT,1,0,1,1,3380000000.0,5
7000000.0,2,해당없음,1000000.0,0,0,15,IT,1,0,1,0,6000000.0,1
500000000.0,40,투자 단계 비공개,2396568300.8753204,0,0,32,IT,1,1,1,1,-1896568300.8753204,1
500000000.0,5,Seed,500000000.0,1,1,13,None IT,0,1,1,1,0.0,3
10400327540.0,0,투자 단계 비공개,5200000000.0,0,0,1,IT,1,0,1,0,5200327540.0,1
500000000.0,11,Seed,500000000.0,1,1,26,IT,1,1,1,1,0.0,3
4000000000.0,6,Series A,4000000000.0,0,0,1,None IT,0,1,1,1,0.0,4
50000000.0,0,Angel,10000000.0,1,1,1,IT,1,0,1,0,40000000.0,2
18600000000.0,5,Series A,3000000000.0,1,1,1,IT,1,0,1,0,15600000000.0,4
200000000.0,15,투자 단계 비공개,50000000.0,0,0,11,None IT,0,1,1,1,150000000.0,1
300000000.0,0,Seed,300000000.0,0,0,10,IT,1,1,1,1,0.0,3
705000000.0,3,Angel,155000000.0,0,0,24,None IT,0,1,1,1,550000000.0,2
420000000.0,2,Angel,200000000.0,1,1,15,IT,1,0,1,0,220000000.0,2
1000000000.0,2,Seed,1000000000.0,1,0,12,IT,1,1,1,1,0.0,3
197000000.0,0,Seed,28000000.0,1,1,26,IT,1,0,1,0,169000000.0,3
997000000.0,5,Seed,900000000.0,0,0,23,IT,1,1,1,1,97000000.0,3
1000000000.0,4,투자 단계 비공개,2396568300.8753204,0,0,29,IT,1,1,1,1,-1396568300.8753204,1
500000000.0,5,Seed,200000000.0,0,0,1,None IT,0,1,1,1,300000000.0,3
50000000.0,7,투자 단계 비공개,2396568300.8753204,0,0,16,IT,1,1,1,1,-2346568300.8753204,1
3300000000.0,3,Seed,1300000000.0,1,0,65,IT,1,0,1,0,2000000000.0,3
3000000000.0,1,투자 단계 비공개,3000000000.0,1,1,1,None IT,0,1,1,1,0.0,1
68000000.0,7,투자 단계 비공개,68000000.0,0,0,9,IT,1,1,1,1,0.0,1
1520000000.0,1,투자 단계 비공개,500000000.0,0,0,4,IT,1,0,1,1,1020000000.0,1
100000000.0,1,Seed,100000000.0,0,0,1,None IT,0,1,1,1,0.0,3
1800000000.0,4,투자 단계 비공개,1500000000.0,1,0,12,IT,1,1,1,1,300000000.0,1
500000000.0,4,Seed,2396568300.8753204,1,1,1,None IT,0,1,1,1,-1896568300.8753204,3
299999997.0,0,투자 단계 비공개,150000000.0,0,0,3,None IT,0,0,1,1,149999997.0,1
749986372.0,9,투자 단계 비공개,100017905.0,0,0,10,IT,1,0,0,1,649968467.0,1
4000000000.0,0,투자 단계 비공개,1000000000.0,0,0,12,IT,1,0,1,0,3000000000.0,1
520000000.0,1,투자 단계 비공개,150000000.0,0,0,14,IT,1,1,1,1,370000000.0,1
10000000.0,0,투자 단계 비공개,10000000.0,0,0,1,None IT,0,0,1,0,0.0,1
900000000.0,0,투자 단계 비공개,2396568300.8753204,1,1,1,IT,1,0,1,0,-1496568300.8753204,1
50000000.0,0,투자 단계 비공개,50000000.0,0,0,1,IT,1,0,1,0,0.0,1
13110000000.0,269,Series A,12000000000.0,1,1,19,IT,1,0,1,1,1110000000.0,4
2066241633.0,0,투자 단계 비공개,100000000.0,1,1,3,IT,1,0,1,0,1966241633.0,1
3000000000.0,17,투자 단계 비공개,3000000000.0,0,0,1,None IT,0,0,1,0,0.0,1
5000000000.0,9,Series A,5000000000.0,0,0,44,IT,1,1,1,1,0.0,4
2910000000.0,40,투자 단계 비공개,60000000.0,0,0,25,IT,1,1,1,1,2850000000.0,1
500000000.0,2,투자 단계 비공개,500000000.0,1,1,8,IT,1,1,1,1,0.0,1
7700000000.0,12,Series A,6000000000.0,0,0,13,IT,1,1,1,1,1700000000.0,4
20000000.0,0,투자 단계 비공개,10000000.0,0,1,1,IT,1,0,1,0,10000000.0,1
2100000000.0,0,Angel,400000000.0,0,0,18,IT,1,0,1,0,1700000000.0,2
2600000000.0,67,Seed,2396568300.8753204,1,1,23,None IT,0,0,1,1,203431699.12467957,3
6400000000.0,2,Series A,5000000000.0,0,0,24,IT,1,0,1,1,1400000000.0,4
120000000.0,13,Angel,120000000.0,0,0,1,None IT,0,1,1,1,0.0,2
180000000.0,0,투자 단계 비공개,80000000.0,0,0,1,IT,1,0,1,0,100000000.0,1
1900000000.0,0,Series A,1600000000.0,0,0,1,IT,1,0,1,1,300000000.0,4
10000000.0,0,투자 단계 비공개,10000000.0,0,0,10,IT,1,0,1,1,0.0,1
220000000.0,0,투자 단계 비공개,100000000.0,0,0,27,None IT,0,1,1,1,120000000.0,1
8000000000.0,5,투자 단계 비공개,8000000000.0,1,1,34,IT,1,0,1,1,0.0,1
15000000000.0,4,Series A,15000000000.0,0,0,35,IT,1,0,1,1,0.0,4
9500000000.0,9,투자 단계 비공개,2800000000.0,0,1,54,IT,1,0,1,1,6700000000.0,1
5900000000.0,2,Series A,900000000.0,0,0,9,None IT,0,0,1,0,5000000000.0,4
90000000.0,0,투자 단계 비공개,40000000.0,0,1,1,None IT,0,0,0,0,50000000.0,1
2000000000.0,1,투자 단계 비공개,2000000000.0,1,1,1,IT,1,0,1,0,0.0,1
1000000000.0,2,Seed,1000000000.0,0,0,14,IT,1,1,1,1,0.0,3
10000000000.0,5,투자 단계 비공개,3000000000.0,1,1,33,IT,1,0,1,0,7000000000.0,1
350000000.0,6,Seed,200000000.0,0,0,6,IT,1,1,1,1,150000000.0,3
1860000000.0,1,투자 단계 비공개,1560000000.0,0,0,1,IT,1,0,1,0,300000000.0,1
2500000000.0,0,투자 단계 비공개,1000000000.0,0,0,1,IT,1,0,1,0,1500000000.0,1
10000000.0,0,투자 단계 비공개,10000000.0,0,0,1,IT,1,0,0,0,0.0,1
100000000.0,1,투자 단계 비공개,100000000.0,0,0,1,None IT,0,0,1,0,0.0,1
200000000.0,13,투자 단계 비공개,2396568300.8753204,0,0,27,None IT,0,1,1,1,-2196568300.8753204,1
2500000000.0,0,투자 단계 비공개,2500000000.0,0,0,1,IT,1,0,1,0,0.0,1
16400000000.0,4,Series A,2000000000.0,0,0,9,IT,1,0,1,1,14400000000.0,4
2000000000.0,1,Series A,2000000000.0,0,0,13,None IT,0,0,1,0,0.0,4
100000000.0,1,투자 단계 비공개,100000000.0,0,0,1,IT,1,0,1,0,0.0,1
2450000000.0,0,투자 단계 비공개,400000000.0,0,0,1,IT,1,0,1,0,2050000000.0,1
300000000.0,2,투자 단계 비공개,300000000.0,1,0,2,IT,1,1,1,1,0.0,1
180000000.0,0,투자 단계 비공개,180000000.0,0,0,1,IT,1,0,1,0,0.0,1
106700000000.0,7,Series B,2396568300.8753204,0,0,1,IT,1,0,1,1,104303431699.12468,5
700000000.0,1,Seed,500000000.0,0,0,18,IT,1,1,1,1,200000000.0,3
522000000.0,0,Seed,52000000.0,1,1,1,None IT,0,0,1,1,470000000.0,3
1050000000.0,1,Seed,50000000.0,0,0,1,IT,1,0,1,0,1000000000.0,3
50000000.0,3,Seed,50000000.0,0,0,15,None IT,0,1,1,1,0.0,3
5150000000.0,34,투자 단계 비공개,4300000000.0,1,1,1,IT,1,0,1,1,850000000.0,1
1800000000.0,0,Seed,1000000000.0,0,0,7,IT,1,0,1,0,800000000.0,3
200000000.0,0,Angel,100000000.0,0,0,1,IT,1,1,1,1,100000000.0,2
500000000.0,14,투자 단계 비공개,500000000.0,0,0,19,None IT,0,1,1,1,0.0,1
750000000.0,1,투자 단계 비공개,50000000.0,0,0,1,IT,1,0,1,0,700000000.0,1
200000000.0,0,Angel,200000000.0,0,0,16,IT,1,0,1,1,0.0,2
153500000.0,1,Angel,28000000.0,0,0,1,IT,1,0,1,0,125500000.0,2
470000000.0,0,투자 단계 비공개,470000000.0,1,1,1,IT,1,0,1,0,0.0,1
6200000000.0,25,투자 단계 비공개,1000000000.0,0,0,37,IT,1,1,1,1,5200000000.0,1
100000000.0,0,투자 단계 비공개,100000000.0,0,0,1,IT,1,0,1,0,0.0,1
1300000000.0,0,투자 단계 비공개,1000000000.0,0,0,1,IT,1,0,1,0,300000000.0,1
500000000.0,2,투자 단계 비공개,500000000.0,0,0,9,IT,1,0,1,1,0.0,1
1300000000.0,5,Seed,300000000.0,1,1,18,IT,1,0,1,1,1000000000.0,3
800000000.0,0,Seed,300000000.0,1,1,21,IT,1,0,1,1,500000000.0,3
535000000.0,1,투자 단계 비공개,200000000.0,0,1,1,IT,1,0,1,0,335000000.0,1
10000000000.0,1,투자 단계 비공개,2396568300.8753204,1,1,41,IT,1,0,1,0,7603431699.12468,1
3000000000.0,2,Seed,1000000000.0,0,0,1,IT,1,1,1,1,2000000000.0,3
1800000000.0,7,투자 단계 비공개,100000000.0,0,0,1,IT,1,0,1,1,1700000000.0,1
25000000.0,2,투자 단계 비공개,25000000.0,0,0,14,None IT,0,1,1,1,0.0,1
2100000000.0,0,Seed,2100000000.0,0,0,1,IT,1,0,1,0,0.0,3
3750000000.0,3,Series A,2750000000.0,0,0,1,None IT,0,0,1,1,1000000000.0,4
61000000.0,0,투자 단계 비공개,41000000.0,0,0,1,IT,1,1,1,1,20000000.0,1
12000000000.0,2,Series B,7000000000.0,0,0,12,IT,1,0,1,1,5000000000.0,5
66360000000.0,42,투자 단계 비공개,41400000000.0,1,1,24,IT,1,0,1,1,24960000000.0,1
19800000000.0,6,Series A,12000000000.0,1,1,1,IT,1,0,1,0,7800000000.0,4
4180000000.0,6,투자 단계 비공개,280000000.0,0,1,17,IT,1,1,1,1,3900000000.0,1
